geo,time,linear_tv_impression,linear_tv_spend,ctv_impression,ctv_spend,walmart_connect_impression,walmart_connect_spend,amazon_ads_impression,amazon_ads_spend,meta_impression,meta_spend,tiktok_impression,tiktok_spend,google_search_impression,google_search_spend,Organic_search_impression,pollen_index_control,competitor_spend_control,price_index_control,Promo,units,revenue_per_unit,population
Washington DC,2024-12-08,655705.9,11802.71,184158.7,6261.4,583255.1,6999.06,378218.5,4160.4,516688.6,4650.2,461775.6,3232.43,60059.6,4804.77,345090.9,0.3044,0.7253,0.9571,1.0,15662.14,20.5784,6300000
Washington DC,2024-12-15,829008.6,14922.16,186947.0,6356.2,453386.9,5440.64,442272.4,4865.0,469375.2,4224.38,470415.1,3292.91,52753.4,4220.28,286938.1,0.302,0.7744,1.0117,0.0,11612.59,21.7521,6300000
Washington DC,2024-12-22,726179.9,13071.24,138523.6,4709.8,524250.9,6291.01,427400.6,4701.41,447935.7,4031.42,419388.3,2935.72,58441.5,4675.32,321300.0,0.3008,0.7146,1.0111,0.0,11776.62,21.7377,6300000
Washington DC,2024-12-29,739678.4,13314.21,176307.9,5994.47,497325.2,5967.9,415420.3,4569.62,458070.6,4122.64,444766.8,3113.37,54845.9,4387.67,359303.9,0.3003,0.7256,0.9954,0.0,13391.89,21.402,6300000
Washington DC,2025-01-05,727124.4,13088.24,187853.5,6387.02,474256.1,5691.07,339102.9,3730.13,509628.6,4586.66,378870.2,2652.09,61983.0,4958.64,317492.4,0.3055,0.7769,0.9827,0.0,11834.87,21.1288,6300000
Washington DC,2025-01-12,596882.3,10743.88,153967.5,5234.9,496324.9,5955.9,439825.0,4838.07,520839.3,4687.55,428213.4,2997.49,58087.6,4647.0,322313.0,0.3107,0.7577,1.0082,0.0,12766.21,21.6755,6300000
Washington DC,2025-01-19,750167.5,13503.01,195426.7,6644.51,532844.9,6394.14,450153.3,4951.69,574118.7,5167.07,344422.1,2410.95,69981.4,5598.51,308232.6,0.3197,0.9172,1.0106,0.0,13206.89,21.729,6300000
Washington DC,2025-01-26,730199.7,13143.59,154724.7,5260.64,482109.2,5785.31,464114.0,5105.25,639104.0,5751.94,457034.0,3199.24,73227.1,5858.17,311791.9,0.3346,0.891,0.9864,0.0,12460.95,21.2083,6300000
Washington DC,2025-02-02,836962.2,15065.32,172019.1,5848.65,599763.6,7197.16,391028.9,4301.32,508700.0,4578.3,359193.7,2514.36,64828.3,5186.27,321732.4,0.3579,0.9714,0.9917,0.0,12269.44,21.3206,6300000
Washington DC,2025-02-09,875063.8,15751.15,150751.3,5125.55,501738.4,6020.86,414704.7,4561.75,672813.5,6055.32,341686.8,2391.81,69069.3,5525.55,351920.1,0.3925,0.9165,1.0021,0.0,14146.79,21.545,6300000
Washington DC,2025-02-16,863670.1,15546.06,211418.1,7188.22,489233.3,5870.8,504946.5,5554.41,668244.0,6014.2,476724.3,3337.07,70271.1,5621.69,423268.3,0.4409,0.8359,0.987,0.0,15418.71,21.2201,6300000
Washington DC,2025-02-23,867052.2,15606.94,204158.9,6941.4,578732.2,6944.79,489864.3,5388.51,634311.8,5708.81,395301.0,2767.11,69357.6,5548.61,407663.0,0.5044,0.9103,1.0011,0.0,15517.57,21.523,6300000
Washington DC,2025-03-02,1032067.2,18577.21,204201.1,6942.84,525315.0,6303.78,562213.2,6184.34,736680.8,6630.13,347078.2,2429.55,89069.1,7125.53,432844.0,0.5829,0.9322,1.0114,0.0,16968.62,21.7447,6300000
Washington DC,2025-03-09,1053014.8,18954.27,224021.2,7616.72,684549.2,8214.59,486997.6,5356.97,650758.3,5856.82,470996.9,3296.98,79192.7,6335.41,521465.8,0.6731,1.3394,0.9955,0.0,17655.09,21.4042,6300000
Washington DC,2025-03-16,1156567.3,20818.21,209398.4,7119.54,620118.9,7441.43,535085.1,5885.94,864211.0,7777.9,456642.2,3196.5,90429.9,7234.39,459837.7,0.7691,1.1671,1.0104,0.0,18139.76,21.723,6300000
Washington DC,2025-03-23,1229161.1,22124.9,240329.0,8171.19,715356.6,8584.28,589957.6,6489.53,886481.2,7978.33,441070.3,3087.49,77375.1,6190.01,560231.9,0.8623,1.3813,0.9822,0.0,19513.79,21.1166,6300000
Washington DC,2025-03-30,1156259.5,20812.67,296912.7,10095.03,708829.3,8505.95,700485.8,7705.34,946520.4,8518.68,499027.1,3493.19,107465.8,8597.26,662687.6,0.9425,1.2354,0.9529,1.0,25887.73,20.4878,6300000
Washington DC,2025-04-06,1153762.3,20767.72,311599.5,10594.38,825849.9,9910.2,730609.2,8036.7,943124.9,8488.12,433308.5,3033.16,107404.5,8592.36,701815.5,0.9998,1.7174,1.0087,0.0,22870.18,21.6872,6300000
Washington DC,2025-04-13,1247707.5,22458.73,270734.9,9204.99,691253.1,8295.04,596093.3,6557.03,823578.3,7412.2,523631.9,3665.42,96274.8,7701.98,591243.6,1.0266,1.75,0.9998,0.0,20744.2,21.4948,6300000
Washington DC,2025-04-20,1183816.0,21308.69,255234.9,8677.99,718406.9,8620.88,705863.7,7764.5,847701.7,7629.32,413036.5,2891.26,109004.8,8720.38,651373.8,1.0192,1.6294,1.0173,0.0,21983.31,21.8718,6300000
Washington DC,2025-04-27,967510.1,17415.18,253601.0,8622.43,810984.6,9731.82,576094.7,6337.04,819195.8,7372.76,522950.7,3660.65,80175.5,6414.04,575487.5,0.9786,1.5937,0.9982,0.0,21188.85,21.4621,6300000
Washington DC,2025-05-04,1288872.0,23199.7,215972.5,7343.07,704644.4,8455.73,526133.9,5787.47,899214.5,8092.93,509485.1,3566.4,86250.0,6900.0,549039.3,0.9104,1.5304,0.9828,0.0,20575.71,21.131,6300000
Washington DC,2025-05-11,856411.5,15415.41,198427.4,6746.53,651480.4,7817.77,512696.1,5639.66,789140.4,7102.26,497677.5,3483.74,89562.4,7165.0,601537.2,0.8234,1.2257,1.0014,0.0,19577.15,21.5305,6300000
Washington DC,2025-05-18,890750.2,16033.5,209885.8,7136.12,612691.2,7352.29,542388.8,5966.28,771542.4,6943.88,499641.5,3497.49,81144.1,6491.53,555276.8,0.7278,1.3449,1.0105,0.0,18428.59,21.7249,6300000
Washington DC,2025-05-25,842752.8,15169.55,199639.5,6787.74,611988.4,7343.86,536199.8,5898.2,688885.3,6199.97,488622.9,3420.36,92475.2,7398.02,417135.0,0.6334,1.0742,0.9905,0.0,17711.74,21.2949,6300000
Washington DC,2025-06-01,956536.3,17217.65,202259.8,6876.83,611855.7,7342.27,570115.8,6271.27,569974.0,5129.77,350679.9,2454.76,72111.8,5768.95,452788.6,0.5479,0.9424,0.9901,0.0,18329.23,21.2882,6300000
Washington DC,2025-06-08,782690.0,14088.42,168677.0,5735.02,533447.3,6401.37,393177.8,4324.96,645362.6,5808.26,368241.3,2577.69,58973.1,4717.85,418134.0,0.4761,1.0026,1.001,0.0,14137.42,21.5225,6300000
Washington DC,2025-06-15,726297.1,13073.35,210301.3,7150.25,471280.5,5655.37,369402.1,4063.42,573540.4,5161.86,483248.6,3382.74,66151.0,5292.08,354527.5,0.4203,0.9873,1.0013,0.0,13563.08,21.5287,6300000
Washington DC,2025-06-22,786533.1,14157.6,176880.4,6013.94,473168.8,5678.03,464362.8,5107.99,635876.2,5722.89,400046.2,2800.32,76082.4,6086.59,374848.5,0.3805,0.8023,1.003,0.0,14563.11,21.5646,6300000
Washington DC,2025-06-29,707249.7,12730.49,178020.3,6052.69,470933.1,5651.2,389761.6,4287.38,565442.1,5088.98,402277.6,2815.94,53555.8,4284.46,331611.5,0.3557,0.9729,1.0158,0.0,12405.86,21.8399,6300000
Washington DC,2025-07-06,804726.8,14485.08,201413.5,6848.06,472860.1,5674.32,485926.6,5345.19,552704.9,4974.34,388716.3,2721.01,71082.8,5686.62,349877.4,0.3448,0.7276,1.0104,0.0,13050.3,21.7232,6300000
Washington DC,2025-07-13,626370.3,11274.67,183164.6,6227.6,432292.3,5187.51,454420.6,4998.63,580855.5,5227.7,474071.5,3318.5,67850.3,5428.02,355672.1,0.3473,0.7668,1.0151,0.0,12993.33,21.8248,6300000
Washington DC,2025-07-20,757128.7,13628.32,167454.3,5693.44,568571.8,6822.86,394388.0,4338.27,644398.9,5799.59,473532.7,3314.73,66535.9,5322.87,358368.5,0.3631,0.7672,1.0167,0.0,14473.51,21.8592,6300000
Washington DC,2025-07-27,823637.7,14825.48,150756.9,5125.73,613348.4,7360.18,464131.0,5105.44,509473.5,4585.26,393426.3,2753.98,61222.5,4897.8,390668.6,0.3928,0.8488,0.9944,0.0,15221.77,21.379,6300000
Washington DC,2025-08-03,881972.2,15875.5,217137.5,7382.68,652967.6,7835.61,441999.1,4861.99,520182.9,4681.65,400601.4,2804.21,59380.7,4750.46,383267.6,0.4363,1.0148,1.0081,0.0,14807.06,21.6744,6300000
Washington DC,2025-08-10,943450.8,16982.12,227470.4,7733.99,694015.6,8328.19,549442.6,6043.87,553947.1,4985.52,415321.1,2907.25,75495.6,6039.65,470726.4,0.492,0.9524,1.0124,0.0,15682.95,21.7664,6300000
Washington DC,2025-08-17,781655.7,14069.8,216405.4,7357.78,647240.4,7766.88,446420.8,4910.63,746196.6,6715.77,440071.1,3080.5,70597.5,5647.8,400548.3,0.5559,0.9487,0.9342,1.0,18139.52,20.0861,6300000
Washington DC,2025-08-24,969369.8,17448.66,227495.6,7734.85,531978.5,6383.74,554889.0,6103.78,756773.8,6810.96,396324.0,2774.27,78064.6,6245.17,456360.0,0.621,1.2329,0.9381,1.0,18720.31,20.1681,6300000
Washington DC,2025-08-31,1027394.3,18493.1,260238.4,8848.1,581575.1,6978.9,444859.2,4893.45,586384.6,5277.46,503360.1,3523.52,89165.6,7133.25,497811.3,0.6785,1.2382,0.9923,0.0,17067.65,21.334,6300000
Washington DC,2025-09-07,1035908.2,18646.35,239002.2,8126.07,624116.4,7489.4,572095.0,6293.05,861193.5,7750.74,422932.8,2960.53,92882.5,7430.6,499757.1,0.7194,1.202,1.0101,0.0,17838.0,21.718,6300000
Washington DC,2025-09-14,917444.4,16514.0,246761.0,8389.87,602599.1,7231.19,605056.6,6655.62,689857.2,6208.71,472063.3,3304.44,83670.3,6693.62,541309.8,0.7365,1.0586,1.0156,0.0,18938.89,21.8353,6300000
Washington DC,2025-09-21,1107718.2,19938.93,261654.1,8896.24,686847.8,8242.17,591568.7,6507.26,664855.2,5983.7,359262.3,2514.84,79277.0,6342.16,468574.2,0.7269,1.2262,0.9915,0.0,18414.18,21.317,6300000
Washington DC,2025-09-28,1091222.7,19642.01,245547.3,8348.61,750363.7,9004.36,604270.1,6646.97,759042.5,6831.38,418889.4,2932.23,82479.1,6598.33,489165.9,0.6922,1.326,1.0196,0.0,17480.42,21.9212,6300000
Washington DC,2025-10-05,798236.4,14368.26,243187.9,8268.39,575251.5,6903.02,484290.3,5327.19,578563.9,5207.08,362006.4,2534.04,68306.4,5464.52,454648.7,0.6384,1.3043,0.9957,0.0,17056.99,21.408,6300000
Washington DC,2025-10-12,760880.0,13695.84,197329.9,6709.22,650071.5,7800.86,460839.2,5069.23,593776.2,5343.99,386042.8,2702.3,70130.2,5610.42,405141.7,0.5744,1.1037,1.0089,0.0,16713.96,21.6912,6300000
Washington DC,2025-10-19,733254.3,13198.58,178874.9,6081.75,506511.3,6078.14,541194.6,5953.14,730297.1,6572.67,391230.9,2738.62,83415.1,6673.21,415002.1,0.509,1.014,1.0133,0.0,14912.57,21.7855,6300000
Washington DC,2025-10-26,778478.0,14012.6,158874.5,5401.73,597867.1,7174.4,423402.5,4657.43,516850.0,4651.65,344554.8,2411.88,74687.1,5974.97,393208.5,0.4495,1.0456,1.0179,0.0,14195.29,21.8856,6300000
Washington DC,2025-11-02,664546.6,11961.84,191031.3,6495.06,644007.9,7728.09,509625.8,5605.88,682285.1,6140.57,403918.8,2827.43,67930.6,5434.45,361924.0,0.4005,1.0222,1.0059,0.0,13786.0,21.6274,6300000
Washington DC,2025-11-09,715215.1,12873.87,181463.0,6169.74,578668.0,6944.02,360709.8,3967.81,636383.4,5727.45,348174.2,2437.22,60753.0,4860.24,332244.7,0.3635,0.8574,0.9868,0.0,13515.82,21.2153,6300000
Washington DC,2025-11-16,795272.0,14314.9,173869.4,5911.56,551229.3,6614.75,395377.5,4349.15,600716.9,5406.45,384416.7,2690.92,63082.2,5046.57,341729.4,0.3376,0.8079,1.0074,0.0,12707.49,21.6596,6300000
Washington DC,2025-11-23,750054.9,13500.99,186776.2,6350.39,572798.5,6873.58,354964.9,3904.61,461022.9,4149.21,458024.4,3206.17,54285.4,4342.83,367158.1,0.321,0.7228,0.9941,0.0,13115.8,21.373,6300000
Washington DC,2025-11-30,791984.3,14255.72,154051.8,5237.76,600991.2,7211.89,409496.6,4504.46,625571.6,5630.14,365502.7,2558.52,68777.6,5502.21,333190.0,0.311,0.9069,1.0074,0.0,13803.3,21.6592,6300000
Washington DC,2025-12-07,731215.8,13161.88,167266.7,5687.07,458149.9,5497.8,397688.4,4374.57,508224.1,4574.02,348773.8,2441.42,69023.5,5521.88,341431.8,0.3054,0.7886,1.0156,0.0,13132.81,21.8355,6300000
Washington DC,2025-12-14,849756.2,15295.61,172910.5,5878.96,499288.2,5991.46,352293.4,3875.23,511105.0,4599.94,381865.8,2673.06,71030.0,5682.4,305588.9,0.3025,0.6962,1.0041,0.0,13207.28,21.5873,6300000
Washington DC,2025-12-21,617050.8,11106.91,153126.4,5206.3,580649.0,6967.79,415920.4,4575.12,543988.4,4895.9,443748.4,3106.24,69150.7,5532.06,323891.6,0.3011,0.7533,0.9929,0.0,13032.97,21.3468,6300000
Philadelphia,2023-01-01,791429.1,14245.72,141614.3,4814.89,602852.2,7234.23,403563.5,4439.2,472008.8,4248.08,394138.7,2758.97,67033.5,5362.68,351641.6,0.3036,0.8879,1.0151,0.0,10682.19,21.824,6200000
Philadelphia,2023-01-08,597738.5,10759.29,159773.2,5432.29,507452.9,6089.44,307319.5,3380.51,453419.2,4080.77,442038.1,3094.27,51622.7,4129.82,341229.0,0.3072,0.8012,0.9364,1.0,14221.8,20.1316,6200000
Philadelphia,2023-01-15,689111.6,12404.01,144803.1,4923.3,460407.0,5524.88,377875.9,4156.64,549915.4,4949.24,460804.0,3225.63,60593.1,4847.45,362859.4,0.3137,0.844,1.0072,0.0,12987.44,21.6539,6200000
Philadelphia,2023-01-22,618298.5,11129.37,186932.0,6355.69,576022.6,6912.27,431553.4,4747.09,596420.9,5367.79,398882.5,2792.18,70600.5,5648.04,318017.3,0.3247,0.8388,0.9927,0.0,11360.95,21.3427,6200000
Philadelphia,2023-01-29,814887.4,14667.97,185188.9,6296.42,563086.2,6757.03,332248.0,3654.73,573655.3,5162.9,409639.3,2867.47,70437.6,5635.0,339172.3,0.3425,0.7518,1.0018,0.0,12728.68,21.5391,6200000
Philadelphia,2023-02-05,749463.1,13490.34,161797.7,5501.12,541167.8,6494.01,444989.1,4894.88,612151.4,5509.36,448587.4,3140.11,56640.7,4531.25,347987.1,0.3698,0.9959,1.0005,0.0,13568.13,21.5116,6200000
Philadelphia,2023-02-12,891097.8,16039.76,207068.6,7040.33,549482.0,6593.78,448446.6,4932.91,616033.3,5544.3,386803.1,2707.62,57385.9,4590.87,345232.0,0.4093,0.9722,0.99,0.0,13966.75,21.2855,6200000
Philadelphia,2023-02-19,732853.7,13191.37,188157.3,6397.35,543539.6,6522.48,382534.4,4207.88,656379.4,5907.42,436527.5,3055.69,76131.0,6090.48,364770.3,0.463,0.8576,1.0061,0.0,14352.01,21.6317,6200000
Philadelphia,2023-02-26,835112.3,15032.02,202063.8,6870.17,649837.3,7798.05,369859.3,4068.45,581214.5,5230.93,349669.9,2447.69,83379.6,6670.37,457539.6,0.5318,1.0891,0.9831,0.0,14822.08,21.1357,6200000
Philadelphia,2023-03-05,1033053.0,18594.95,199691.6,6789.51,672964.5,8075.57,452766.0,4980.43,607205.6,5464.85,369256.0,2584.79,86283.4,6902.67,496153.0,0.6142,1.1004,1.0026,0.0,17029.01,21.5549,6200000
Philadelphia,2023-03-12,914949.8,16469.1,228372.8,7764.67,733198.1,8798.38,583481.0,6418.29,646022.1,5814.2,461619.0,3231.33,83812.2,6704.98,579710.4,0.706,1.0607,0.9907,0.0,18768.54,21.3003,6200000
Philadelphia,2023-03-19,888575.7,15994.36,241244.2,8202.3,786072.3,9432.87,580646.9,6387.12,733393.9,6600.55,366986.5,2568.91,82634.6,6610.77,551414.3,0.8002,1.3588,0.9883,0.0,19972.37,21.2488,6200000
Philadelphia,2023-03-26,1063453.4,19142.16,212933.8,7239.75,775932.7,9311.19,489785.6,5387.64,822404.2,7401.64,462918.5,3240.43,101891.2,8151.3,541241.6,0.8873,1.5788,0.981,0.0,20818.93,21.0923,6200000
Philadelphia,2023-04-02,1280155.6,23042.8,213939.0,7273.93,796971.2,9563.65,532253.5,5854.79,985108.6,8865.98,508629.1,3560.4,102656.3,8212.5,661749.5,0.9574,1.5996,1.0102,0.0,21334.66,21.719,6200000
Philadelphia,2023-04-09,1249315.2,22487.67,229176.4,7792.0,777306.4,9327.68,591894.1,6510.84,999077.6,8991.7,490314.3,3432.2,94643.6,7571.49,595613.5,1.0016,1.2825,1.0048,0.0,21468.78,21.6028,6200000
Philadelphia,2023-04-16,1239329.9,22307.94,267721.2,9102.52,791300.1,9495.6,629443.5,6923.88,924471.8,8320.25,408456.2,2859.19,110239.0,8819.12,544732.9,1.0137,1.5419,0.9512,1.0,24203.81,20.4503,6200000
Philadelphia,2023-04-23,1058023.0,19044.41,298482.4,10148.4,957319.4,11487.83,495632.6,5451.96,903449.2,8131.04,449646.3,3147.52,91611.4,7328.91,601285.4,0.992,1.6474,0.9803,0.0,21261.12,21.0759,6200000
Philadelphia,2023-04-30,1212209.4,21819.77,226752.7,7709.59,821175.9,9854.11,599089.4,6589.98,880334.4,7923.01,461937.2,3233.56,97059.8,7764.79,550996.5,0.9397,1.5034,0.9967,0.0,21086.91,21.4282,6200000
Philadelphia,2023-05-07,1109625.4,19973.26,207509.5,7055.32,746237.6,8954.85,469943.7,5169.38,772365.9,6951.29,480765.2,3365.36,93122.4,7449.79,567710.2,0.8637,1.2787,1.0111,0.0,21313.25,21.7382,6200000
Philadelphia,2023-05-14,1002119.3,18038.15,269528.8,9163.98,830407.9,9964.89,469976.8,5169.74,754412.0,6789.71,471531.9,3300.72,97896.5,7831.72,498254.3,0.7736,1.2022,0.9973,0.0,19139.45,21.4427,6200000
Philadelphia,2023-05-21,949759.9,17095.68,257773.3,8764.29,680996.0,8171.95,415884.6,4574.73,670038.6,6030.35,376714.0,2637.0,69908.1,5592.65,530591.9,0.6793,1.3469,0.9808,0.0,17278.28,21.0863,6200000
Philadelphia,2023-05-28,998170.4,17967.07,213335.6,7253.41,661154.8,7933.86,380273.1,4183.0,605406.7,5448.66,379905.8,2659.34,63147.3,5051.78,416748.3,0.5897,1.2448,1.0102,0.0,14083.03,21.7193,6200000
Philadelphia,2023-06-04,954084.8,17173.53,180442.6,6135.05,695186.2,8342.23,412954.9,4542.5,608675.4,5478.08,439877.4,3079.14,75467.8,6037.43,428367.0,0.5111,0.981,0.9999,0.0,15601.12,21.4989,6200000
Philadelphia,2023-06-11,890387.3,16026.97,167627.6,5699.34,488063.0,5856.76,465069.3,5115.76,556399.7,5007.6,404404.0,2830.83,61383.8,4910.71,422724.2,0.4473,0.9751,1.0125,0.0,14885.08,21.7688,6200000
Philadelphia,2023-06-18,879804.4,15836.48,167400.5,5691.62,501613.8,6019.37,448956.4,4938.52,498868.0,4489.81,387922.3,2715.46,60157.3,4812.59,335023.1,0.3994,0.8921,1.0113,0.0,12876.22,21.7439,6200000
Philadelphia,2023-06-25,710554.7,12789.99,158279.3,5381.5,548879.4,6586.55,432973.5,4762.71,617920.8,5561.29,369056.8,2583.4,61942.8,4955.43,344226.5,0.3668,0.7479,1.0023,0.0,13243.45,21.5484,6200000
Philadelphia,2023-07-02,754708.1,13584.75,200446.2,6815.17,599904.2,7198.85,393631.2,4329.94,487831.0,4390.48,435323.4,3047.26,70657.7,5652.62,326923.1,0.3485,0.8176,0.9548,1.0,14342.46,20.5274,6200000
Philadelphia,2023-07-09,861198.4,15501.57,155214.0,5277.28,612493.9,7349.93,327592.3,3603.52,543844.0,4894.6,430693.5,3014.85,71432.3,5714.58,357076.9,0.3434,0.7559,0.9376,1.0,14713.25,20.1587,6200000
Philadelphia,2023-07-16,727837.6,13101.08,170073.0,5782.48,581055.9,6972.67,319992.6,3519.92,599868.3,5398.81,411951.8,2883.66,57699.2,4615.93,332907.1,0.3514,0.8472,0.9947,0.0,13254.89,21.3858,6200000
Philadelphia,2023-07-23,626653.6,11279.77,176928.5,6015.57,589127.4,7069.53,360353.2,3963.89,609437.7,5484.94,369735.2,2588.15,64470.6,5157.64,333238.9,0.3727,0.9311,0.9853,0.0,13165.02,21.1836,6200000
Philadelphia,2023-07-30,883807.4,15908.53,206441.4,7019.01,543715.5,6524.59,439669.0,4836.36,517438.1,4656.94,375383.7,2627.69,67859.4,5428.75,375041.9,0.4077,0.9351,0.9814,0.0,14419.33,21.1011,6200000
Philadelphia,2023-08-06,672103.8,12097.87,204099.2,6939.37,567075.8,6804.91,385752.6,4243.28,528229.3,4754.06,367716.8,2574.02,73763.3,5901.06,415042.8,0.4558,0.9322,0.9832,0.0,15554.23,21.1392,6200000
Philadelphia,2023-08-13,897538.1,16155.69,195432.1,6644.69,712800.7,8553.61,478355.2,5261.91,565118.8,5086.07,374753.8,2623.28,59042.4,4723.4,408480.5,0.5145,1.0828,1.0144,0.0,14073.8,21.8093,6200000
Philadelphia,2023-08-20,847208.8,15249.76,182420.3,6202.29,686413.1,8236.96,401960.8,4421.57,575737.9,5181.64,357996.0,2505.97,76592.4,6127.39,426911.2,0.5786,1.1929,0.9959,0.0,15033.94,21.4114,6200000
Philadelphia,2023-08-27,946754.4,17041.58,220316.2,7490.75,726941.4,8723.3,396948.2,4366.43,653070.1,5877.63,430788.4,3015.52,67091.4,5367.31,431820.3,0.6404,1.0947,1.0041,0.0,15286.44,21.5887,6200000
Philadelphia,2023-09-03,845366.9,15216.61,248692.9,8455.56,755731.4,9068.78,492973.3,5422.71,767568.3,6908.11,402887.1,2820.21,84614.5,6769.16,480424.0,0.6909,1.1348,0.9338,1.0,19447.74,20.077,6200000
Philadelphia,2023-09-10,906475.6,16316.56,211354.4,7186.05,752149.2,9025.79,544506.1,5989.57,780733.2,7026.6,359377.5,2515.64,88278.3,7062.26,492619.6,0.7216,1.3466,0.986,0.0,16997.98,21.1987,6200000
Philadelphia,2023-09-17,981498.4,17666.97,244810.8,8323.57,605880.5,7270.57,415657.3,4572.23,708218.5,6373.97,352422.1,2466.95,70749.4,5659.95,501259.1,0.7273,1.075,1.0014,0.0,17222.36,21.5296,6200000
Philadelphia,2023-09-24,794051.7,14292.93,242333.2,8239.33,738083.8,8857.01,583039.0,6413.43,638711.4,5748.4,447663.6,3133.65,83586.3,6686.9,542184.4,0.7068,1.3368,0.9966,0.0,18252.47,21.4278,6200000
Philadelphia,2023-10-01,818352.4,14730.34,193828.7,6590.18,701427.9,8417.14,451625.4,4967.88,725911.6,6533.2,387465.4,2712.26,65312.1,5224.97,490803.7,0.6639,1.0373,1.0012,0.0,16777.88,21.5265,6200000
Philadelphia,2023-10-08,1047058.0,18847.04,215546.8,7328.59,593792.3,7125.51,544340.9,5987.75,644367.9,5799.31,352336.3,2466.35,70597.5,5647.8,436240.1,0.6057,1.2502,1.0062,0.0,15178.2,21.6332,6200000
Philadelphia,2023-10-15,856819.5,15422.75,201061.4,6836.09,675114.2,8101.37,391097.6,4302.07,634469.4,5710.22,398683.6,2790.79,80286.9,6422.95,377061.3,0.5413,0.9619,0.9846,0.0,16051.36,21.1698,6200000
Philadelphia,2023-10-22,824517.2,14841.31,210173.2,7145.89,688266.8,8259.2,433783.2,4771.61,573644.4,5162.8,465013.5,3255.09,79070.2,6325.61,335295.0,0.4789,0.9061,1.0046,0.0,14301.15,21.5981,6200000
Philadelphia,2023-10-29,887858.9,15981.46,171585.8,5833.92,642447.6,7709.37,338567.7,3724.24,688102.3,6192.92,374078.7,2618.55,74311.4,5944.91,347358.7,0.4246,0.8368,0.9893,0.0,13303.98,21.2691,6200000
Philadelphia,2023-11-05,688986.6,12401.76,151247.2,5142.41,608951.0,7307.41,461452.9,5075.98,630619.0,5675.57,451101.8,3157.71,55019.8,4401.58,385476.7,0.3816,0.7693,0.9542,1.0,16247.59,20.5144,6200000
Philadelphia,2023-11-12,786774.5,14161.94,149214.1,5073.28,592798.8,7113.59,434663.9,4781.3,485111.5,4366.0,340754.1,2385.28,55701.9,4456.15,310108.3,0.3501,0.8045,1.0088,0.0,11534.44,21.6884,6200000
Philadelphia,2023-11-19,850308.0,15305.54,177228.8,6025.78,624234.1,7490.81,443702.5,4880.73,459921.3,4139.29,425136.7,2975.96,58022.9,4641.83,341971.6,0.3289,0.8083,0.9321,1.0,13642.01,20.0407,6200000
Philadelphia,2023-11-26,726361.4,13074.51,183436.4,6236.84,510124.6,6121.49,392195.7,4314.15,620977.1,5588.79,409916.3,2869.41,66489.5,5319.16,317563.9,0.3157,0.7639,1.0091,0.0,13285.32,21.695,6200000
Philadelphia,2023-12-03,821278.5,14783.01,153379.8,5214.91,445279.3,5343.35,352910.4,3882.01,512484.5,4612.36,352852.8,2469.97,63455.3,5076.43,347857.6,0.308,0.7601,1.0182,0.0,13236.93,21.8916,6200000
Philadelphia,2023-12-10,640340.0,11526.12,134991.6,4589.71,594705.4,7136.47,319526.7,3514.79,589269.5,5303.43,341494.9,2390.46,62517.4,5001.39,327601.1,0.3038,0.8847,1.0139,0.0,13354.95,21.7997,6200000
Philadelphia,2023-12-17,779477.3,14030.59,163330.5,5553.24,613882.8,7366.59,408782.9,4496.61,597021.5,5373.19,442791.8,3099.54,60307.2,4824.57,292121.2,0.3017,0.8815,0.9827,0.0,12556.11,21.1283,6200000
Philadelphia,2023-12-24,684293.6,12317.28,153076.3,5204.59,603633.7,7243.6,382364.0,4206.0,570739.1,5136.65,447196.1,3130.37,51633.8,4130.7,286260.1,0.3007,0.7269,1.0036,0.0,11980.87,21.5773,6200000
Philadelphia,2023-12-31,586305.8,10553.5,193415.4,6576.13,430899.8,5170.8,302096.6,3323.06,611972.9,5507.76,356900.4,2498.3,64841.9,5187.35,303202.5,0.3003,0.7742,0.9561,1.0,12693.7,20.5568,6200000
Philadelphia,2024-01-07,600829.5,10814.93,176431.9,5998.69,450103.9,5401.25,434671.2,4781.38,544754.1,4902.79,373926.7,2617.49,57060.4,4564.83,361674.6,0.3066,0.8457,0.9913,0.0,12417.77,21.3132,6200000
Philadelphia,2024-01-14,801274.0,14422.93,178531.9,6070.08,472658.7,5671.9,308287.3,3391.16,503798.2,4534.18,384028.6,2688.2,52552.6,4204.21,347959.1,0.3125,0.8977,0.9936,0.0,11839.68,21.3621,6200000
Philadelphia,2024-01-21,764522.3,13761.4,141970.5,4827.0,452119.4,5425.43,325613.6,3581.75,459579.2,4136.21,453629.2,3175.4,56510.6,4520.84,352171.0,0.3228,0.9121,0.9501,1.0,15005.69,20.4277,6200000
Philadelphia,2024-01-28,627967.1,11303.41,196319.9,6674.88,582816.5,6993.8,399725.4,4396.98,561301.8,5051.72,367647.3,2573.53,52772.4,4221.79,397059.7,0.3395,0.7883,1.014,0.0,13549.67,21.8006,6200000
Philadelphia,2024-02-04,769674.0,13854.13,202515.5,6885.53,627010.2,7524.12,366518.0,4031.7,495151.8,4456.37,391959.1,2743.71,67003.3,5360.26,363811.3,0.3653,0.8613,1.0059,0.0,13406.63,21.6264,6200000
