week_start,region,channel,spend_sgd,impressions,conversions,revenue_sgd,population,sentiment_index,competitor_spend_sgd
2025-05-19,North,Meta,31664,353645,5304,261970,1800000,0.534,47726
2025-05-19,North,YouTube,24866,523671,5304,261970,1800000,0.534,47726
2025-05-19,North,TV,56544,511549,5304,261970,1800000,0.534,47726
2025-05-19,North,Paid Search,20517,455237,5304,261970,1800000,0.534,47726
2025-05-19,North,TikTok,21194,749725,5304,261970,1800000,0.534,47726
2025-05-19,South,Meta,42935,836269,4693,226667,1200000,0.531,67223
2025-05-19,South,YouTube,23497,330694,4693,226667,1200000,0.531,67223
2025-05-19,South,TV,34405,1208891,4693,226667,1200000,0.531,67223
2025-05-19,South,Paid Search,21641,632103,4693,226667,1200000,0.531,67223
2025-05-19,South,TikTok,18103,490748,4693,226667,1200000,0.531,67223
2025-05-19,East,Meta,25879,674575,3974,190910,900000,0.537,52178
2025-05-19,East,YouTube,18549,602565,3974,190910,900000,0.537,52178
2025-05-19,East,TV,36674,546826,3974,190910,900000,0.537,52178
2025-05-19,East,Paid Search,27180,503208,3974,190910,900000,0.537,52178
2025-05-19,East,TikTok,13156,484364,3974,190910,900000,0.537,52178
2025-05-19,West,Meta,25960,415903,4336,211309,1500000,0.541,47234
2025-05-19,West,YouTube,20139,587129,4336,211309,1500000,0.541,47234
2025-05-19,West,TV,31832,269793,4336,211309,1500000,0.541,47234
2025-05-19,West,Paid Search,26116,407770,4336,211309,1500000,0.541,47234
2025-05-19,West,TikTok,14920,202552,4336,211309,1500000,0.541,47234
2025-05-26,North,Meta,37846,879536,5326,294529,1800000,0.524,66304
2025-05-26,North,YouTube,28865,704988,5326,294529,1800000,0.524,66304
2025-05-26,North,TV,33663,812047,5326,294529,1800000,0.524,66304
2025-05-26,North,Paid Search,27866,261597,5326,294529,1800000,0.524,66304
2025-05-26,North,TikTok,19295,689669,5326,294529,1800000,0.524,66304
2025-05-26,South,Meta,24293,566693,4118,213519,1200000,0.507,88201
2025-05-26,South,YouTube,23278,697295,4118,213519,1200000,0.507,88201
2025-05-26,South,TV,43722,1622542,4118,213519,1200000,0.507,88201
2025-05-26,South,Paid Search,16362,173197,4118,213519,1200000,0.507,88201
2025-05-26,South,TikTok,17564,177429,4118,213519,1200000,0.507,88201
2025-05-26,East,Meta,29524,1175884,4501,261471,900000,0.518,67418
2025-05-26,East,YouTube,25192,567296,4501,261471,900000,0.518,67418
2025-05-26,East,TV,46761,522494,4501,261471,900000,0.518,67418
2025-05-26,East,Paid Search,24652,869953,4501,261471,900000,0.518,67418
2025-05-26,East,TikTok,17985,586433,4501,261471,900000,0.518,67418
2025-05-26,West,Meta,27611,520352,4371,213916,1500000,0.493,62578
2025-05-26,West,YouTube,24048,512503,4371,213916,1500000,0.493,62578
2025-05-26,West,TV,33294,721030,4371,213916,1500000,0.493,62578
2025-05-26,West,Paid Search,24168,482819,4371,213916,1500000,0.493,62578
2025-05-26,West,TikTok,13055,490026,4371,213916,1500000,0.493,62578
2025-06-02,North,Meta,24676,780785,4726,276490,1800000,0.519,44662
2025-06-02,North,YouTube,28985,747925,4726,276490,1800000,0.519,44662
2025-06-02,North,TV,45660,1185825,4726,276490,1800000,0.519,44662
2025-06-02,North,Paid Search,19486,232106,4726,276490,1800000,0.519,44662
2025-06-02,North,TikTok,14848,434911,4726,276490,1800000,0.519,44662
2025-06-02,South,Meta,41706,1134951,4554,267213,1200000,0.521,76053
2025-06-02,South,YouTube,22244,589319,4554,267213,1200000,0.521,76053
2025-06-02,South,TV,35927,1042442,4554,267213,1200000,0.521,76053
2025-06-02,South,Paid Search,18113,207629,4554,267213,1200000,0.521,76053
2025-06-02,South,TikTok,19651,388342,4554,267213,1200000,0.521,76053
2025-06-02,East,Meta,39298,1539911,4853,280687,900000,0.504,80361
2025-06-02,East,YouTube,29082,803662,4853,280687,900000,0.504,80361
2025-06-02,East,TV,47125,416591,4853,280687,900000,0.504,80361
2025-06-02,East,Paid Search,27292,942741,4853,280687,900000,0.504,80361
2025-06-02,East,TikTok,14007,192923,4853,280687,900000,0.504,80361
2025-06-02,West,Meta,22909,820958,3969,209454,1500000,0.488,56991
2025-06-02,West,YouTube,25389,528728,3969,209454,1500000,0.488,56991
2025-06-02,West,TV,34081,963180,3969,209454,1500000,0.488,56991
2025-06-02,West,Paid Search,15592,497004,3969,209454,1500000,0.488,56991
2025-06-02,West,TikTok,13496,289282,3969,209454,1500000,0.488,56991
2025-06-09,North,Meta,37422,979072,4800,260105,1800000,0.48,76080
2025-06-09,North,YouTube,18075,175029,4800,260105,1800000,0.48,76080
2025-06-09,North,TV,33993,944014,4800,260105,1800000,0.48,76080
2025-06-09,North,Paid Search,23627,394743,4800,260105,1800000,0.48,76080
2025-06-09,North,TikTok,17605,414442,4800,260105,1800000,0.48,76080
2025-06-09,South,Meta,24655,536425,3974,207522,1200000,0.475,77747
2025-06-09,South,YouTube,20938,622101,3974,207522,1200000,0.475,77747
2025-06-09,South,TV,42445,1245686,3974,207522,1200000,0.475,77747
2025-06-09,South,Paid Search,15559,321269,3974,207522,1200000,0.475,77747
2025-06-09,South,TikTok,17002,140198,3974,207522,1200000,0.475,77747
2025-06-09,East,Meta,27384,506602,3982,195154,900000,0.471,46862
2025-06-09,East,YouTube,16960,541100,3982,195154,900000,0.471,46862
2025-06-09,East,TV,34462,694983,3982,195154,900000,0.471,46862
2025-06-09,East,Paid Search,24009,576418,3982,195154,900000,0.471,46862
2025-06-09,East,TikTok,19255,650788,3982,195154,900000,0.471,46862
2025-06-09,West,Meta,22825,855417,4376,259140,1500000,0.51,42115
2025-06-09,West,YouTube,29298,774179,4376,259140,1500000,0.51,42115
2025-06-09,West,TV,44673,1371638,4376,259140,1500000,0.51,42115
2025-06-09,West,Paid Search,20338,237661,4376,259140,1500000,0.51,42115
2025-06-09,West,TikTok,11433,210282,4376,259140,1500000,0.51,42115
2025-06-16,North,Meta,39553,427970,5072,255395,1800000,0.483,81601
2025-06-16,North,YouTube,28595,451404,5072,255395,1800000,0.483,81601
2025-06-16,North,TV,44374,1099002,5072,255395,1800000,0.483,81601
2025-06-16,North,Paid Search,19746,354022,5072,255395,1800000,0.483,81601
2025-06-16,North,TikTok,14277,266383,5072,255395,1800000,0.483,81601
2025-06-16,South,Meta,31784,1175675,4289,251520,1200000,0.477,45701
2025-06-16,South,YouTube,21555,674157,4289,251520,1200000,0.477,45701
2025-06-16,South,TV,50190,1710535,4289,251520,1200000,0.477,45701
2025-06-16,South,Paid Search,17731,224939,4289,251520,1200000,0.477,45701
2025-06-16,South,TikTok,12928,352634,4289,251520,1200000,0.477,45701
2025-06-16,East,Meta,36768,875510,4485,254663,900000,0.486,48857
2025-06-16,East,YouTube,27315,882713,4485,254663,900000,0.486,48857
2025-06-16,East,TV,40836,1534328,4485,254663,900000,0.486,48857
2025-06-16,East,Paid Search,21879,619822,4485,254663,900000,0.486,48857
2025-06-16,East,TikTok,16978,605366,4485,254663,900000,0.486,48857
2025-06-16,West,Meta,30500,539553,4548,273333,1500000,0.455,43414
2025-06-16,West,YouTube,20493,200780,4548,273333,1500000,0.455,43414
2025-06-16,West,TV,42313,758801,4548,273333,1500000,0.455,43414
2025-06-16,West,Paid Search,20456,200888,4548,273333,1500000,0.455,43414
2025-06-16,West,TikTok,18942,198046,4548,273333,1500000,0.455,43414
2025-06-23,North,Meta,31209,711777,5004,250761,1800000,0.485,70750
2025-06-23,North,YouTube,24067,802350,5004,250761,1800000,0.485,70750
2025-06-23,North,TV,51278,1148190,5004,250761,1800000,0.485,70750
2025-06-23,North,Paid Search,24569,709032,5004,250761,1800000,0.485,70750
2025-06-23,North,TikTok,13875,322179,5004,250761,1800000,0.485,70750
2025-06-23,South,Meta,38519,731476,4425,235498,1200000,0.438,45175
2025-06-23,South,YouTube,26305,635149,4425,235498,1200000,0.438,45175
2025-06-23,South,TV,33295,530316,4425,235498,1200000,0.438,45175
2025-06-23,South,Paid Search,19944,439995,4425,235498,1200000,0.438,45175
2025-06-23,South,TikTok,15751,206021,4425,235498,1200000,0.438,45175
2025-06-23,East,Meta,28063,761415,4083,247792,900000,0.451,60438
2025-06-23,East,YouTube,27352,785379,4083,247792,900000,0.451,60438
2025-06-23,East,TV,30644,337825,4083,247792,900000,0.451,60438
2025-06-23,East,Paid Search,22935,392021,4083,247792,900000,0.451,60438
2025-06-23,East,TikTok,17624,511273,4083,247792,900000,0.451,60438
2025-06-23,West,Meta,32620,408589,4583,270779,1500000,0.487,56668
2025-06-23,West,YouTube,21207,826358,4583,270779,1500000,0.487,56668
2025-06-23,West,TV,46370,952563,4583,270779,1500000,0.487,56668
2025-06-23,West,Paid Search,21899,832514,4583,270779,1500000,0.487,56668
2025-06-23,West,TikTok,13763,276000,4583,270779,1500000,0.487,56668
2025-06-30,North,Meta,36571,1157135,4766,292000,1800000,0.47,73506
2025-06-30,North,YouTube,25455,632419,4766,292000,1800000,0.47,73506
2025-06-30,North,TV,44291,954427,4766,292000,1800000,0.47,73506
2025-06-30,North,Paid Search,18674,366069,4766,292000,1800000,0.47,73506
2025-06-30,North,TikTok,12342,183330,4766,292000,1800000,0.47,73506
2025-06-30,South,Meta,23901,250226,4437,221117,1200000,0.451,51327
2025-06-30,South,YouTube,27641,310588,4437,221117,1200000,0.451,51327
2025-06-30,South,TV,47342,1643896,4437,221117,1200000,0.451,51327
2025-06-30,South,Paid Search,25049,230649,4437,221117,1200000,0.451,51327
2025-06-30,South,TikTok,13776,448021,4437,221117,1200000,0.451,51327
2025-06-30,East,Meta,36614,1196367,4378,256023,900000,0.444,48112
2025-06-30,East,YouTube,27154,361074,4378,256023,900000,0.444,48112
2025-06-30,East,TV,39200,828981,4378,256023,900000,0.444,48112
2025-06-30,East,Paid Search,22516,351271,4378,256023,900000,0.444,48112
2025-06-30,East,TikTok,14760,252657,4378,256023,900000,0.444,48112
2025-06-30,West,Meta,27051,916379,4410,244245,1500000,0.449,66701
2025-06-30,West,YouTube,22481,780622,4410,244245,1500000,0.449,66701
2025-06-30,West,TV,37494,1436326,4410,244245,1500000,0.449,66701
2025-06-30,West,Paid Search,26280,598494,4410,244245,1500000,0.449,66701
2025-06-30,West,TikTok,13272,268359,4410,244245,1500000,0.449,66701
