Date,DMA,Medium,Cost,Impressions,Orders,Revenue,Population,BrandSentiment,CompetitorSpend
2025-01-27,North,TikTok,2843,47488,363,19737,1800000,0.562,10481
2025-01-27,South,Meta,4808,95035,320,16456,1200000,0.555,8497
2025-01-27,South,YouTube,2752,31078,253,13815,1200000,0.555,8497
2025-01-27,South,TV,6445,200626,311,16595,1200000,0.555,8497
2025-01-27,South,Paid Search,2382,57841,271,13577,1200000,0.555,8497
2025-01-27,South,TikTok,1450,51640,228,13916,1200000,0.555,8497
2025-01-27,East,Meta,6075,192585,310,18794,900000,0.575,8870
2025-01-27,East,YouTube,3202,58589,219,11062,900000,0.575,8870
2025-01-27,East,TV,5678,176297,250,14815,900000,0.575,8870
2025-01-27,East,Paid Search,2486,26084,229,14138,900000,0.575,8870
2025-01-27,East,TikTok,2050,49334,201,12333,900000,0.575,8870
2025-01-28,North,Meta,3777,132328,382,21500,1800000,0.545,8256
2025-01-28,North,YouTube,2956,75966,350,19217,1800000,0.545,8256
2025-01-28,North,TV,3698,53331,348,20468,1800000,0.545,8256
2025-01-28,North,Paid Search,3205,56809,393,19939,1800000,0.545,8256
2025-01-28,North,TikTok,2511,57365,353,21394,1800000,0.545,8256
2025-01-28,South,Meta,2768,58463,262,15243,1200000,0.573,6716
2025-01-28,South,YouTube,2698,51493,252,12463,1200000,0.573,6716
2025-01-28,South,TV,7755,279726,338,18731,1200000,0.573,6716
2025-01-28,South,Paid Search,4149,33386,337,17300,1200000,0.573,6716
2025-01-28,South,TikTok,2575,90558,264,14491,1200000,0.573,6716
2025-01-28,East,Meta,5348,58704,290,14462,900000,0.545,11979
2025-01-28,East,YouTube,4587,168403,255,15167,900000,0.545,11979
2025-01-28,East,TV,6195,188496,261,12801,900000,0.545,11979
2025-01-28,East,Paid Search,2738,107291,239,13372,900000,0.545,11979
2025-01-28,East,TikTok,1527,16886,185,10007,900000,0.545,11979
2025-01-29,North,Meta,3707,67024,381,21407,1800000,0.583,6657
2025-01-29,North,YouTube,4265,129755,385,19318,1800000,0.583,6657
2025-01-29,North,TV,7262,132008,420,21127,1800000,0.583,6657
2025-01-29,North,Paid Search,2498,25954,368,20065,1800000,0.583,6657
2025-01-29,North,TikTok,1747,57578,330,17718,1800000,0.583,6657
2025-01-29,South,Meta,3512,62745,284,14935,1200000,0.566,11752
2025-01-29,South,YouTube,2792,33050,255,12566,1200000,0.566,11752
2025-01-29,South,TV,4438,132935,272,14001,1200000,0.566,11752
2025-01-29,South,Paid Search,3854,116777,326,17272,1200000,0.566,11752
2025-01-29,South,TikTok,1449,50352,229,12638,1200000,0.566,11752
2025-01-29,East,Meta,6383,57413,320,19080,900000,0.571,6821
2025-01-29,East,YouTube,3175,71344,219,13525,900000,0.571,6821
2025-01-29,East,TV,7325,117165,284,14152,900000,0.571,6821
2025-01-29,East,Paid Search,2963,99926,248,14764,900000,0.571,6821
2025-01-29,East,TikTok,1631,13672,189,10057,900000,0.571,6821
2025-01-30,North,Meta,4896,79718,415,21846,1800000,0.571,9513
2025-01-30,North,YouTube,4307,37461,386,18759,1800000,0.571,9513
2025-01-30,North,TV,3991,147188,355,19331,1800000,0.571,9513
2025-01-30,North,Paid Search,2924,35443,384,19335,1800000,0.571,9513
2025-01-30,North,TikTok,3041,105034,371,20789,1800000,0.571,9513
2025-01-30,South,Meta,2864,85527,266,13867,1200000,0.579,7765
2025-01-30,South,YouTube,2543,37817,249,13388,1200000,0.579,7765
2025-01-30,South,TV,4592,77859,276,15376,1200000,0.579,7765
2025-01-30,South,Paid Search,4002,36453,332,16219,1200000,0.579,7765
2025-01-30,South,TikTok,2516,39917,263,13654,1200000,0.579,7765
2025-01-30,East,Meta,6007,149130,309,18780,900000,0.551,6396
2025-01-30,East,YouTube,3805,128112,236,12988,900000,0.551,6396
2025-01-30,East,TV,7569,300193,289,15443,900000,0.551,6396
2025-01-30,East,Paid Search,3753,73152,277,13993,900000,0.551,6396
2025-01-30,East,TikTok,2379,55930,213,11175,900000,0.551,6396
2025-01-31,North,Meta,5629,55586,437,25970,1800000,0.556,11270
2025-01-31,North,YouTube,4810,119970,400,24337,1800000,0.556,11270
2025-01-31,North,TV,7448,297826,425,20733,1800000,0.556,11270
2025-01-31,North,Paid Search,4232,47417,433,26824,1800000,0.556,11270
2025-01-31,North,TikTok,2590,42810,358,18284,1800000,0.556,11270
2025-01-31,South,Meta,4068,141791,300,18380,1200000,0.581,10582
2025-01-31,South,YouTube,4406,60077,297,16599,1200000,0.581,10582
2025-01-31,South,TV,6592,222801,316,17659,1200000,0.581,10582
2025-01-31,South,Paid Search,3554,132377,316,16001,1200000,0.581,10582
2025-01-31,South,TikTok,1433,43589,229,14160,1200000,0.581,10582
2025-01-31,East,Meta,3900,92406,250,14509,900000,0.583,8446
2025-01-31,East,YouTube,2321,35845,198,12051,900000,0.583,8446
2025-01-31,East,TV,4757,118194,233,13938,900000,0.583,8446
2025-01-31,East,Paid Search,1843,68878,207,10874,900000,0.583,8446
2025-01-31,East,TikTok,1752,21332,193,9323,900000,0.583,8446
2025-02-01,North,Meta,5625,197367,437,21940,1800000,0.572,11421
2025-02-01,North,YouTube,4458,172693,391,23961,1800000,0.572,11421
2025-02-01,North,TV,5528,210846,387,22866,1800000,0.572,11421
2025-02-01,North,Paid Search,2818,31655,381,23412,1800000,0.572,11421
2025-02-01,North,TikTok,1941,24003,338,19296,1800000,0.572,11421
2025-02-01,South,Meta,5327,200951,337,20652,1200000,0.556,11781
2025-02-01,South,YouTube,4254,64421,294,18017,1200000,0.556,11781
2025-02-01,South,TV,6588,89671,316,16900,1200000,0.556,11781
2025-02-01,South,Paid Search,2600,78083,281,17400,1200000,0.556,11781
2025-02-01,South,TikTok,1619,50711,235,14455,1200000,0.556,11781
2025-02-01,East,Meta,6166,240234,315,19024,900000,0.55,9217
2025-02-01,East,YouTube,2687,70124,207,10193,900000,0.55,9217
2025-02-01,East,TV,8299,103742,304,17609,900000,0.55,9217
2025-02-01,East,Paid Search,3679,57451,275,15661,900000,0.55,9217
2025-02-01,East,TikTok,3196,42738,239,14439,900000,0.55,9217
2025-02-02,North,Meta,3696,37586,383,20415,1800000,0.568,6856
2025-02-02,North,YouTube,2792,31988,349,19420,1800000,0.568,6856
2025-02-02,North,TV,3704,75376,351,17346,1800000,0.568,6856
2025-02-02,North,Paid Search,3655,142586,413,22596,1800000,0.568,6856
2025-02-02,North,TikTok,3022,71859,372,22356,1800000,0.568,6856
2025-02-02,South,Meta,3375,34961,281,15640,1200000,0.576,9810
2025-02-02,South,YouTube,4426,77176,299,18112,1200000,0.576,9810
2025-02-02,South,TV,5269,202610,290,14298,1200000,0.576,9810
2025-02-02,South,Paid Search,2032,27317,260,14642,1200000,0.576,9810
2025-02-02,South,TikTok,2081,65392,250,14148,1200000,0.576,9810
2025-02-02,East,Meta,6258,83106,317,16393,900000,0.569,5217
2025-02-02,East,YouTube,4548,59248,256,13297,900000,0.569,5217
2025-02-02,East,TV,4197,61182,223,11446,900000,0.569,5217
2025-02-02,East,Paid Search,2317,70229,225,10956,900000,0.569,5217
2025-02-02,East,TikTok,2722,85360,224,12545,900000,0.569,5217
2025-02-03,North,Meta,4116,89249,395,23626,1800000,0.585,6075
2025-02-03,North,YouTube,2903,84723,353,18468,1800000,0.585,6075
2025-02-03,North,TV,6671,95993,411,22015,1800000,0.585,6075
2025-02-03,North,Paid Search,1916,25802,349,19142,1800000,0.585,6075
2025-02-03,North,TikTok,1930,20500,339,19409,1800000,0.585,6075
2025-02-03,South,Meta,3464,125867,284,16286,1200000,0.555,8809
2025-02-03,South,YouTube,3111,69266,265,13038,1200000,0.555,8809
2025-02-03,South,TV,5006,114547,285,15052,1200000,0.555,8809
2025-02-03,South,Paid Search,2411,40008,275,15285,1200000,0.555,8809
2025-02-03,South,TikTok,1504,48236,233,14350,1200000,0.555,8809
2025-02-03,East,Meta,5894,201510,307,17806,900000,0.575,8875
2025-02-03,East,YouTube,3248,81643,222,12217,900000,0.575,8875
2025-02-03,East,TV,7988,185277,299,18121,900000,0.575,8875
2025-02-03,East,Paid Search,4030,93659,289,17111,900000,0.575,8875
2025-02-03,East,TikTok,1536,56661,187,10750,900000,0.575,8875
2025-02-04,North,Meta,5596,75726,438,24870,1800000,0.577,5842
2025-02-04,North,YouTube,4829,188859,403,24050,1800000,0.577,5842
2025-02-04,North,TV,7715,92873,433,22347,1800000,0.577,5842
2025-02-04,North,Paid Search,2904,115071,386,23450,1800000,0.577,5842
2025-02-04,North,TikTok,2200,87808,348,21158,1800000,0.577,5842
2025-02-04,South,Meta,4260,78538,307,15373,1200000,0.555,7717
2025-02-04,South,YouTube,2857,64743,259,14564,1200000,0.555,7717
2025-02-04,South,TV,8037,266584,346,20282,1200000,0.555,7717
2025-02-04,South,Paid Search,3398,84005,312,19080,1200000,0.555,7717
2025-02-04,South,TikTok,2171,46160,254,15481,1200000,0.555,7717
2025-02-04,East,Meta,3847,96715,249,14074,900000,0.575,5707
2025-02-04,East,YouTube,3046,64418,218,12581,900000,0.575,5707
2025-02-04,East,TV,5609,132029,251,12184,900000,0.575,5707
2025-02-04,East,Paid Search,3364,30945,264,15960,900000,0.575,5707
2025-02-04,East,TikTok,1904,23997,199,10476,900000,0.575,5707
2025-02-05,North,Meta,6216,228158,457,22796,1800000,0.563,10220
2025-02-05,North,YouTube,2149,73402,334,20587,1800000,0.563,10220
2025-02-05,North,TV,5223,88640,383,20760,1800000,0.563,10220
2025-02-05,North,Paid Search,3079,93226,393,23408,1800000,0.563,10220
2025-02-05,North,TikTok,1578,56500,329,17033,1800000,0.563,10220
2025-02-05,South,Meta,3489,51513,286,15757,1200000,0.57,9519
2025-02-05,South,YouTube,4391,139240,299,14920,1200000,0.57,9519
2025-02-05,South,TV,7487,267661,336,20132,1200000,0.57,9519
2025-02-05,South,Paid Search,3896,95408,331,19963,1200000,0.57,9519
2025-02-05,South,TikTok,1691,30363,239,11569,1200000,0.57,9519
2025-02-05,East,Meta,5904,94368,308,14916,900000,0.561,10831
2025-02-05,East,YouTube,3366,125811,226,12026,900000,0.561,10831
2025-02-05,East,TV,7215,120976,284,15994,900000,0.561,10831
2025-02-05,East,Paid Search,3902,94288,284,14338,900000,0.561,10831
2025-02-05,East,TikTok,2577,30831,220,13241,900000,0.561,10831
2025-02-06,North,Meta,3405,124704,377,21513,1800000,0.578,7448
2025-02-06,North,YouTube,4190,125881,387,22248,1800000,0.578,7448
2025-02-06,North,TV,5144,104784,382,19775,1800000,0.578,7448
2025-02-06,North,Paid Search,2268,59676,364,19559,1800000,0.578,7448
2025-02-06,North,TikTok,3196,113226,380,18347,1800000,0.578,7448
2025-02-06,South,Meta,2829,105150,267,14400,1200000,0.586,10373
2025-02-06,South,YouTube,3906,106386,287,15289,1200000,0.586,10373
2025-02-06,South,TV,3769,60592,262,13855,1200000,0.586,10373
2025-02-06,South,Paid Search,3864,68681,330,17004,1200000,0.586,10373
2025-02-06,South,TikTok,3200,91417,287,15651,1200000,0.586,10373
2025-02-06,East,Meta,4276,48208,262,12810,900000,0.582,10770
2025-02-06,East,YouTube,3527,102972,230,14223,900000,0.582,10770
2025-02-06,East,TV,7918,158165,298,16977,900000,0.582,10770
2025-02-06,East,Paid Search,3472,95444,269,16156,900000,0.582,10770
2025-02-06,East,TikTok,1954,22392,201,10383,900000,0.582,10770
2025-02-07,North,Meta,3917,50129,392,22413,1800000,0.584,11247
2025-02-07,North,YouTube,4245,156173,389,24104,1800000,0.584,11247
2025-02-07,North,TV,7745,260818,435,22460,1800000,0.584,11247
2025-02-07,North,Paid Search,3361,97929,405,21813,1800000,0.584,11247
2025-02-07,North,TikTok,2672,83049,364,19451,1800000,0.584,11247
2025-02-07,South,Meta,4937,69500,328,19604,1200000,0.557,9956
2025-02-07,South,YouTube,4136,62518,293,17659,1200000,0.557,9956
2025-02-07,South,TV,6397,211848,315,15919,1200000,0.557,9956
2025-02-07,South,Paid Search,4124,121657,340,16785,1200000,0.557,9956
2025-02-07,South,TikTok,2348,82305,261,12996,1200000,0.557,9956
2025-02-07,East,Meta,5650,78299,301,15546,900000,0.566,10658
2025-02-07,East,YouTube,4004,75036,243,12664,900000,0.566,10658
2025-02-07,East,TV,4179,80943,224,13421,900000,0.566,10658
2025-02-07,East,Paid Search,3720,66315,278,15175,900000,0.566,10658
2025-02-07,East,TikTok,2872,53425,230,13830,900000,0.566,10658
2025-02-08,North,Meta,3073,112047,368,19772,1800000,0.58,11610
2025-02-08,North,YouTube,3509,125482,371,20765,1800000,0.58,11610
2025-02-08,North,TV,5646,99073,394,23913,1800000,0.58,11610
2025-02-08,North,Paid Search,2006,70883,355,19314,1800000,0.58,11610
2025-02-08,North,TikTok,1660,23920,333,17459,1800000,0.58,11610
2025-02-08,South,Meta,4630,130534,319,18722,1200000,0.585,10453
2025-02-08,South,YouTube,2601,73619,254,12505,1200000,0.585,10453
2025-02-08,South,TV,3765,63075,262,14830,1200000,0.585,10453
2025-02-08,South,Paid Search,3769,50487,327,18596,1200000,0.585,10453
2025-02-08,South,TikTok,2833,67047,276,14807,1200000,0.585,10453
2025-02-08,East,Meta,2947,42382,225,12985,900000,0.595,7683
2025-02-08,East,YouTube,3152,26636,221,11673,900000,0.595,7683
2025-02-08,East,TV,5349,185414,247,12302,900000,0.595,7683
2025-02-08,East,Paid Search,2346,69573,227,12115,900000,0.595,7683
2025-02-08,East,TikTok,2575,41103,221,12429,900000,0.595,7683
2025-02-09,North,Meta,3929,67997,393,19901,1800000,0.564,10767
2025-02-09,North,YouTube,4155,112533,388,23774,1800000,0.564,10767
2025-02-09,North,TV,5437,197989,390,23733,1800000,0.564,10767
2025-02-09,North,Paid Search,4362,82736,443,23766,1800000,0.564,10767
2025-02-09,North,TikTok,3095,60340,378,19353,1800000,0.564,10767
2025-02-09,South,Meta,5563,149479,346,21426,1200000,0.586,5918
2025-02-09,South,YouTube,2584,50985,254,14546,1200000,0.586,5918
2025-02-09,South,TV,7000,64369,327,18688,1200000,0.586,5918
2025-02-09,South,Paid Search,4065,65793,338,16317,1200000,0.586,5918
2025-02-09,South,TikTok,2408,23008,263,15164,1200000,0.586,5918
2025-02-09,East,Meta,4863,112728,280,13978,900000,0.574,7662
2025-02-09,East,YouTube,2539,76795,206,12284,900000,0.574,7662
2025-02-09,East,TV,6899,121669,279,13802,900000,0.574,7662
2025-02-09,East,Paid Search,3528,103016,272,15793,900000,0.574,7662
2025-02-09,East,TikTok,1912,52351,201,9979,900000,0.574,7662
2025-02-10,North,Meta,3563,51279,383,23387,1800000,0.562,5744
2025-02-10,North,YouTube,2853,70585,355,18683,1800000,0.562,5744
2025-02-10,North,TV,4765,145380,377,18110,1800000,0.562,5744
2025-02-10,North,Paid Search,2617,24236,379,21756,1800000,0.562,5744
2025-02-10,North,TikTok,2340,34272,355,21547,1800000,0.562,5744
2025-02-10,South,Meta,3377,36751,284,14029,1200000,0.591,9683
2025-02-10,South,YouTube,3554,110721,279,14074,1200000,0.591,9683
2025-02-10,South,TV,4263,69012,273,13255,1200000,0.591,9683
2025-02-10,South,Paid Search,2456,97349,279,14527,1200000,0.591,9683
2025-02-10,South,TikTok,1964,44891,249,14746,1200000,0.591,9683
2025-02-10,East,Meta,3173,102369,231,11389,900000,0.57,10170
2025-02-10,East,YouTube,2242,79062,198,11763,900000,0.57,10170
2025-02-10,East,TV,7077,95231,282,14258,900000,0.57,10170
2025-02-10,East,Paid Search,2773,61025,244,13081,900000,0.57,10170
2025-02-10,East,TikTok,2576,93022,222,13647,900000,0.57,10170
2025-02-11,North,Meta,6022,202320,454,25547,1800000,0.569,7700
2025-02-11,North,YouTube,3947,132229,384,22745,1800000,0.569,7700
2025-02-11,North,TV,4329,131071,369,21217,1800000,0.569,7700
2025-02-11,North,Paid Search,2028,77386,357,18042,1800000,0.569,7700
2025-02-11,North,TikTok,1711,36466,336,17914,1800000,0.569,7700
2025-02-11,South,Meta,5397,187995,342,19789,1200000,0.573,5202
2025-02-11,South,YouTube,4863,59236,313,17995,1200000,0.573,5202
2025-02-11,South,TV,8379,97314,356,20913,1200000,0.573,5202
2025-02-11,South,Paid Search,2913,27589,296,16598,1200000,0.573,5202
2025-02-11,South,TikTok,1903,34360,248,13866,1200000,0.573,5202
2025-02-11,East,Meta,4094,101283,258,14401,900000,0.597,9689
2025-02-11,East,YouTube,4093,45218,246,15210,900000,0.597,9689
2025-02-11,East,TV,7081,112974,283,13800,900000,0.597,9689
2025-02-11,East,Paid Search,2748,81455,243,13853,900000,0.597,9689
2025-02-11,East,TikTok,2135,74403,208,10441,900000,0.597,9689
2025-02-12,North,Meta,6103,63445,457,24873,1800000,0.593,10963
2025-02-12,North,YouTube,3510,55137,373,22088,1800000,0.593,10963
2025-02-12,North,TV,8644,83079,456,24749,1800000,0.593,10963
2025-02-12,North,Paid Search,2444,69865,373,22377,1800000,0.593,10963
2025-02-12,North,TikTok,2173,33725,351,19045,1800000,0.593,10963
2025-02-12,South,Meta,5289,59684,340,17305,1200000,0.564,8482
2025-02-12,South,YouTube,3286,84871,273,15670,1200000,0.564,8482
2025-02-12,South,TV,3770,41126,264,16185,1200000,0.564,8482
2025-02-12,South,Paid Search,3403,94638,315,16722,1200000,0.564,8482
2025-02-12,South,TikTok,1987,48218,251,12239,1200000,0.564,8482
2025-02-12,East,Meta,4938,137436,282,17344,900000,0.568,8181
2025-02-12,East,YouTube,3457,100354,230,11980,900000,0.568,8181
2025-02-12,East,TV,7366,85805,289,15984,900000,0.568,8181
2025-02-12,East,Paid Search,3792,57244,282,16308,900000,0.568,8181
2025-02-12,East,TikTok,2057,71082,206,10020,900000,0.568,8181
2025-02-13,North,Meta,5538,172176,441,21833,1800000,0.566,5983
2025-02-13,North,YouTube,2427,66857,346,18616,1800000,0.566,5983
2025-02-13,North,TV,4720,178260,378,23048,1800000,0.566,5983
2025-02-13,North,Paid Search,2877,65093,390,23293,1800000,0.566,5983
2025-02-13,North,TikTok,2891,89439,374,21035,1800000,0.566,5983
2025-02-13,South,Meta,5318,205265,341,20766,1200000,0.59,8154
2025-02-13,South,YouTube,2505,60026,253,12772,1200000,0.59,8154
2025-02-13,South,TV,6445,61577,318,17840,1200000,0.59,8154
2025-02-13,South,Paid Search,4242,147800,346,20147,1200000,0.59,8154
2025-02-13,South,TikTok,2327,56469,262,13047,1200000,0.59,8154
2025-02-13,East,Meta,6164,148747,318,15858,900000,0.575,9204
2025-02-13,East,YouTube,3213,126412,224,12046,900000,0.575,9204
2025-02-13,East,TV,8386,271673,309,17860,900000,0.575,9204
2025-02-13,East,Paid Search,2576,100039,237,13859,900000,0.575,9204
2025-02-13,East,TikTok,3248,73051,244,12733,900000,0.575,9204
2025-02-14,North,Meta,5529,209750,442,27146,1800000,0.588,11025
2025-02-14,North,YouTube,3922,56588,384,21141,1800000,0.588,11025
2025-02-14,North,TV,6929,119862,422,24358,1800000,0.588,11025
2025-02-14,North,Paid Search,2762,81523,386,20270,1800000,0.588,11025
2025-02-14,North,TikTok,3274,94300,387,19201,1800000,0.588,11025
2025-02-14,South,Meta,4995,146598,332,16611,1200000,0.574,8363
2025-02-14,South,YouTube,3311,105726,274,15723,1200000,0.574,8363
2025-02-14,South,TV,8025,137626,350,17780,1200000,0.574,8363
2025-02-14,South,Paid Search,4027,136377,339,19832,1200000,0.574,8363
2025-02-14,South,TikTok,2407,21203,265,13317,1200000,0.574,8363
2025-02-14,East,Meta,6011,180925,314,18336,900000,0.571,6754
2025-02-14,East,YouTube,2964,95189,218,12177,900000,0.571,6754
2025-02-14,East,TV,3945,134323,221,11343,900000,0.571,6754
2025-02-14,East,Paid Search,2149,76885,222,13094,900000,0.571,6754
2025-02-14,East,TikTok,2817,100496,230,13612,900000,0.571,6754
2025-02-15,North,Meta,6351,129572,466,28045,1800000,0.571,9651
2025-02-15,North,YouTube,4849,190208,409,24384,1800000,0.571,9651
2025-02-15,North,TV,5368,137786,391,23757,1800000,0.571,9651
2025-02-15,North,Paid Search,1927,30915,356,20600,1800000,0.571,9651
2025-02-15,North,TikTok,2596,85641,366,20886,1800000,0.571,9651
2025-02-15,South,Meta,5127,168354,336,18144,1200000,0.59,8826
2025-02-15,South,YouTube,4871,84822,315,17575,1200000,0.59,8826
2025-02-15,South,TV,4684,139794,283,14099,1200000,0.59,8826
2025-02-15,South,Paid Search,2366,32086,277,15561,1200000,0.59,8826
2025-02-15,South,TikTok,2394,48048,265,13666,1200000,0.59,8826
2025-02-15,East,Meta,3428,44285,240,14154,900000,0.573,9968
2025-02-15,East,YouTube,3048,29344,220,11539,900000,0.573,9968
2025-02-15,East,TV,8498,235390,312,15937,900000,0.573,9968
2025-02-15,East,Paid Search,3566,84506,275,13908,900000,0.573,9968
2025-02-15,East,TikTok,2505,48744,221,10819,900000,0.573,9968
2025-02-16,North,Meta,4884,53442,424,25241,1800000,0.58,7912
2025-02-16,North,YouTube,2764,40983,356,21978,1800000,0.58,7912
2025-02-16,North,TV,5474,106992,394,18961,1800000,0.58,7912
2025-02-16,North,Paid Search,2450,78608,376,21569,1800000,0.58,7912
2025-02-16,North,TikTok,2429,96898,361,19580,1800000,0.58,7912
2025-02-16,South,Meta,5203,201276,338,20114,1200000,0.596,9296
2025-02-16,South,YouTube,4077,74487,295,15709,1200000,0.596,9296
2025-02-16,South,TV,8429,322322,358,21208,1200000,0.596,9296
2025-02-16,South,Paid Search,2873,72651,296,16054,1200000,0.596,9296
2025-02-16,South,TikTok,1960,72839,251,12202,1200000,0.596,9296
2025-02-16,East,Meta,4796,183892,279,15049,900000,0.596,6348
2025-02-16,East,YouTube,2611,100787,209,10336,900000,0.596,6348
2025-02-16,East,TV,6516,53657,273,15159,900000,0.596,6348
2025-02-16,East,Paid Search,2063,60757,219,12667,900000,0.596,6348
2025-02-16,East,TikTok,2891,103146,233,14368,900000,0.596,6348
2025-02-17,North,Meta,6422,204865,469,24007,1800000,0.591,9526
2025-02-17,North,YouTube,2576,58463,351,18119,1800000,0.591,9526
2025-02-17,North,TV,5482,59209,395,21106,1800000,0.591,9526
2025-02-17,North,Paid Search,2038,68100,361,20513,1800000,0.591,9526
2025-02-17,North,TikTok,2486,65627,363,19625,1800000,0.591,9526
2025-02-17,South,Meta,4883,139290,330,17232,1200000,0.561,9713
2025-02-17,South,YouTube,3901,125576,290,14271,1200000,0.561,9713
2025-02-17,South,TV,6768,205938,325,19082,1200000,0.561,9713
2025-02-17,South,Paid Search,2084,78562,267,14452,1200000,0.561,9713
2025-02-17,South,TikTok,1627,53985,241,12901,1200000,0.561,9713
2025-02-17,East,Meta,4878,60313,282,16415,900000,0.586,8318
2025-02-17,East,YouTube,3252,109005,226,12029,900000,0.586,8318
2025-02-17,East,TV,6566,254264,274,16794,900000,0.586,8318
2025-02-17,East,Paid Search,2265,67210,227,12655,900000,0.586,8318
2025-02-17,East,TikTok,3163,105772,242,13497,900000,0.586,8318
2025-02-18,North,Meta,5126,129118,432,21709,1800000,0.565,5035
2025-02-18,North,YouTube,4845,85999,410,20947,1800000,0.565,5035
2025-02-18,North,TV,7605,280727,438,26143,1800000,0.565,5035
2025-02-18,North,Paid Search,2776,58865,389,19730,1800000,0.565,5035
2025-02-18,North,TikTok,2657,64835,369,18649,1800000,0.565,5035
2025-02-18,South,Meta,6096,230647,365,19211,1200000,0.592,10966
2025-02-18,South,YouTube,4980,113347,318,15835,1200000,0.592,10966
2025-02-18,South,TV,6597,114134,322,18411,1200000,0.592,10966
2025-02-18,South,Paid Search,2074,23109,267,13190,1200000,0.592,10966
2025-02-18,South,TikTok,2809,66265,279,15812,1200000,0.592,10966
2025-02-18,East,Meta,4571,126722,273,13951,900000,0.596,7225
2025-02-18,East,YouTube,3014,80454,220,12839,900000,0.596,7225
2025-02-18,East,TV,6677,131295,276,14933,900000,0.596,7225
2025-02-18,East,Paid Search,2706,58736,243,14522,900000,0.596,7225
2025-02-18,East,TikTok,1437,22816,188,9377,900000,0.596,7225
2025-02-19,North,Meta,4624,90074,418,21604,1800000,0.589,11145
2025-02-19,North,YouTube,3018,77422,364,21989,1800000,0.589,11145
2025-02-19,North,TV,4706,129001,380,18647,1800000,0.589,11145
2025-02-19,North,Paid Search,4046,143547,436,21388,1800000,0.589,11145
2025-02-19,North,TikTok,1697,42825,339,16360,1800000,0.589,11145
2025-02-19,South,Meta,5078,106457,336,17178,1200000,0.58,5218
2025-02-19,South,YouTube,3832,141791,289,16996,1200000,0.58,5218
2025-02-19,South,TV,6617,168012,323,18820,1200000,0.58,5218
2025-02-19,South,Paid Search,4445,102712,356,18538,1200000,0.58,5218
2025-02-19,South,TikTok,2908,57306,282,15371,1200000,0.58,5218
2025-02-19,East,Meta,4774,139428,279,15968,900000,0.58,7777
2025-02-19,East,YouTube,4570,154508,260,16003,900000,0.58,7777
2025-02-19,East,TV,6934,92271,282,16441,900000,0.58,7777
2025-02-19,East,Paid Search,3213,71583,262,14349,900000,0.58,7777
2025-02-19,East,TikTok,1771,67933,199,10552,900000,0.58,7777
2025-02-20,North,Meta,3104,61527,375,19701,1800000,0.568,8413
2025-02-20,North,YouTube,2271,33195,345,19959,1800000,0.568,8413
2025-02-20,North,TV,8440,165087,455,25161,1800000,0.568,8413
2025-02-20,North,Paid Search,3105,70013,402,23965,1800000,0.568,8413
2025-02-20,North,TikTok,1521,59895,334,19936,1800000,0.568,8413
2025-02-20,South,Meta,3528,102021,292,17563,1200000,0.57,8810
2025-02-20,South,YouTube,3194,92328,273,14965,1200000,0.57,8810
2025-02-20,South,TV,8072,198032,352,19272,1200000,0.57,8810
2025-02-20,South,Paid Search,2867,106170,297,16768,1200000,0.57,8810
2025-02-20,South,TikTok,2418,46650,267,14692,1200000,0.57,8810
2025-02-20,East,Meta,3158,90291,233,12755,900000,0.565,6159
2025-02-20,East,YouTube,2754,38504,214,11707,900000,0.565,6159
2025-02-20,East,TV,5663,175291,256,13043,900000,0.565,6159
2025-02-20,East,Paid Search,2211,33985,225,11308,900000,0.565,6159
2025-02-20,East,TikTok,2981,92555,237,14141,900000,0.565,6159
2025-02-21,North,Meta,5061,66583,431,24089,1800000,0.56,5302
2025-02-21,North,YouTube,3957,36619,389,18773,1800000,0.56,5302
2025-02-21,North,TV,6742,65999,422,24507,1800000,0.56,5302
2025-02-21,North,Paid Search,2571,35380,382,21875,1800000,0.56,5302
2025-02-21,North,TikTok,3266,88768,389,20216,1800000,0.56,5302
2025-02-21,South,Meta,6665,238298,382,22209,1200000,0.563,8144
2025-02-21,South,YouTube,2640,91269,259,13675,1200000,0.563,8144
2025-02-21,South,TV,6888,230250,329,17881,1200000,0.563,8144
2025-02-21,South,Paid Search,4004,55336,340,19131,1200000,0.563,8144
2025-02-21,South,TikTok,2695,44372,276,14136,1200000,0.563,8144
2025-02-21,East,Meta,3642,129316,247,13597,900000,0.575,5760
2025-02-21,East,YouTube,3598,77118,236,11716,900000,0.575,5760
2025-02-21,East,TV,4587,50831,235,12867,900000,0.575,5760
2025-02-21,East,Paid Search,3125,86475,259,12905,900000,0.575,5760
2025-02-21,East,TikTok,1509,49923,191,10782,900000,0.575,5760
2025-02-22,North,Meta,5840,168048,454,25536,1800000,0.592,11279
2025-02-22,North,YouTube,3654,72539,381,22243,1800000,0.592,11279
2025-02-22,North,TV,4052,101114,368,21587,1800000,0.592,11279
2025-02-22,North,Paid Search,2501,84218,380,21946,1800000,0.592,11279
2025-02-22,North,TikTok,2948,59548,380,18760,1800000,0.592,11279
2025-02-22,South,Meta,3763,133548,299,14382,1200000,0.564,8340
2025-02-22,South,YouTube,2968,107016,268,15320,1200000,0.564,8340
2025-02-22,South,TV,5917,83126,310,17865,1200000,0.564,8340
2025-02-22,South,Paid Search,3726,123932,330,17299,1200000,0.564,8340
